"","zcta","total population","Death Count","non-Hisp White","non-Hisp Black","Hisp or Latino","Poverty","Edu1","male1","male2","male3","male4","male5","male6","male7","male8","female1","female2","female3","female4","female5","female6","female7","female8"
"571",92604,26853,134.333333333333,13931,405,2923,2451,1087,655,1755,3024,2342,2877,1400,612,332,653,1633,2618,2603,3302,1623,742,682
"572",92606,21495,54.3333333333333,7904,440,2186,1703,707,708,1618,2324,2544,2170,693,282,127,653,1520,2384,2843,2289,764,393,183
"573",92610,11248,16.6666666666667,6825,172,1521,276,213,404,1088,964,1372,1439,250,77,29,358,986,994,1532,1355,263,92,45
"574",92612,27522,126.333333333333,13713,506,2358,5663,549,502,959,5357,2568,2175,948,524,392,463,915,5312,2454,2444,1116,646,747
"575",92614,24748,72.6666666666666,11857,445,2288,1680,526,694,1570,3089,2674,2499,892,381,176,643,1487,2971,2911,2986,1083,427,265
"576",92617,14044,8.33333333333332,5182,231,1719,3887,70,215,235,4798,875,365,150,57,26,207,273,5494,735,406,136,60,12
"577",92618,16366,46.3333333333334,7476,285,1717,1059,472,578,842,2030,2732,1405,371,205,89,536,842,1839,2588,1355,519,280,155
"578",92620,38486,139.666666666667,16471,622,3127,2272,772,1171,2783,3708,4305,4157,1488,632,289,1177,2703,3757,4861,4527,1689,723,516
"579",92624,7248,67.3333333333333,5339,45,1424,938,526,185,420,682,712,871,460,197,125,202,351,600,664,899,403,217,260
"580",92625,12478,118.333333333333,10970,46,609,907,160,221,490,753,970,1408,928,628,419,238,483,916,1157,1603,1018,660,586
"581",92626,49341,285,27795,855,12358,4799,3682,1457,2559,6744,5889,4771,1754,1033,579,1382,2347,6508,5479,4747,1950,1223,919
"582",92627,61510,298,29871,502,27180,9440,6892,2229,4013,7814,8414,5895,1901,832,509,2159,3740,7104,7462,5481,1977,1039,941
"583",92629,25756,176.666666666667,19864,208,4187,1558,922,617,1218,2313,2346,3182,1630,849,538,557,1173,2175,2318,3334,1766,1023,717
"584",92630,59182,337.333333333334,32708,905,16375,3752,3621,1820,3860,6513,6348,6478,2712,1113,554,1782,3666,5763,6147,6997,2929,1343,1157
"585",92637,16012,582.666666666666,13418,104,649,1303,998,8,10,64,103,563,1181,1581,2206,3,14,65,100,925,2168,2726,4295
"586",92646,55224,425.666666666667,40422,376,6332,2898,1836,1324,3288,4984,5299,6477,3093,1707,904,1233,3060,4637,5477,6587,3577,2116,1461
"587",92647,57245,313.333333333333,31017,764,15798,5394,4421,1779,3984,6633,6304,5773,2158,1323,612,1729,3705,6218,6312,5758,2585,1494,878
"588",92648,45317,310.333333333333,32522,297,6130,3874,1853,1078,2356,4586,5551,5122,2378,1062,586,1067,2201,4520,5016,5041,2436,1257,1060
"589",92649,32463,220,23858,202,4177,1827,961,739,1757,2805,3191,3816,1972,1211,546,722,1643,2684,3301,3926,2178,1199,773
"590",92651,23881,174.333333333333,20521,169,1696,1560,430,422,1161,1593,2102,3335,2021,910,433,381,1148,1524,2222,3336,1870,842,581
"591",92653,29291,297.666666666667,17918,359,6252,2273,1573,779,1896,3072,2698,3412,1522,622,370,753,1855,2656,2851,3760,1580,700,765
"592",92655,8337,49.6666666666667,1667,57,2450,1168,1794,267,586,885,904,826,336,218,89,259,597,862,871,821,390,256,170
"593",92656,49046,114.666666666667,30521,905,8153,1982,1638,1885,3496,4463,6582,5156,1205,412,307,1835,3365,4872,7219,5511,1509,613,616
"594",92657,9741,25.6666666666667,7043,45,509,467,188,247,752,535,822,1379,612,297,65,269,741,655,1064,1411,584,228,80
"595",92660,34797,212.333333333333,28498,249,2504,2125,435,732,2272,2943,2833,3847,2029,1333,850,670,2063,3063,3186,4109,2205,1512,1150
"596",92661,3744,35.3333333333333,3335,30,233,159,29,46,111,495,381,406,255,171,116,56,121,363,312,378,217,162,154
"597",92662,2756,32.6666666666666,2552,10,120,153,22,29,65,167,165,265,250,170,119,31,77,228,175,341,324,173,177
"598",92663,21649,169.666666666667,17741,186,2200,2196,462,379,808,3271,2566,2235,1056,621,441,329,664,2856,1919,2070,1011,659,764
"599",92672,34464,233,25536,186,6791,2705,1420,1034,1870,3877,3414,3914,1775,889,639,927,1819,3302,3258,3858,1803,1161,924
"600",92673,29309,147.666666666667,22907,178,3936,1903,677,1178,2622,2214,2857,3396,1294,687,365,1021,2471,2055,3327,3318,1294,651,559
"601",92675,34731,262,19403,146,13426,4024,4042,1097,2400,3535,2969,3702,1900,991,631,1051,2291,3133,2975,3858,2046,1151,1001
"602",92676,1945,10.6666666666667,1637,3,163,46,58,26,102,168,156,325,169,33,10,35,99,139,153,368,125,26,11
"603",92677,63297,321.333333333333,45927,698,8805,3411,1407,1673,4194,5515,5397,8189,3379,1533,796,1578,4059,5159,6227,8924,3690,1722,1262
"604",92678,494,2.33333333333333,405,5,58,4,4,19,28,39,48,79,24,10,0,7,28,52,43,85,22,5,5
"605",92679,32611,80.6666666666667,25504,339,3390,810,351,757,2880,3163,2494,4936,1422,355,162,721,2861,2885,3100,5120,1148,395,212
"606",92683,89747,566.333333333333,23036,701,21176,12176,15697,2701,5853,9315,9128,9347,4157,2556,1334,2581,5779,8900,9310,9320,4530,3019,1917
"607",92688,43792,131.333333333333,28120,760,8737,1428,1260,1583,3850,4145,5211,4856,993,423,250,1439,3662,4099,5839,5064,1277,623,478
"608",92691,47582,350.666666666666,32012,581,9394,2709,2431,1306,3163,4898,4533,5444,2384,1233,565,1141,2921,4190,4756,5773,2749,1315,1211
"609",92692,47222,292,33149,578,6846,1857,1396,1168,3178,4288,3775,5857,2395,1189,913,1105,3131,3880,4302,6412,2591,1613,1425
"610",92694,21944,40.3333333333333,15142,288,2872,632,141,1396,2536,1230,3606,1612,301,119,33,1408,2397,1364,3918,1460,377,137,50
"611",92701,53908,148,3297,393,47925,14345,17223,2873,4994,7691,6505,3828,1044,511,286,2779,4970,6687,5960,3606,1074,679,421
"612",92703,65445,238.333333333333,3200,683,51628,13381,21484,2940,5589,9175,8022,5244,1700,906,427,2759,5426,7786,7047,4894,1791,1091,648
"613",92704,88123,304.666666666667,7506,878,63906,15545,22201,3801,7312,11962,10284,7447,2407,1252,486,3474,6932,10882,9738,7160,2722,1500,764
"614",92705,44706,316,22429,488,17634,4210,4921,1457,3340,4641,4063,4591,1914,1180,831,1397,3168,4431,4236,4644,2124,1427,1262
"615",92706,36457,183.666666666667,6286,379,26317,6643,8003,1649,3060,4586,4100,3037,1054,529,332,1560,2936,4141,3923,3098,1210,651,591
"616",92707,59492,223.666666666667,4646,491,49775,8794,16395,2565,4845,8538,7088,4910,1535,647,295,2569,4794,7558,6389,4770,1655,833,501
"617",92708,56004,429,27302,497,7773,3365,4254,1374,3472,5295,5083,6044,3113,2022,892,1263,3304,4993,5371,6479,3672,2184,1443
"618",92780,57741,265.666666666667,19026,1209,28012,6489,7676,2229,4210,6759,6693,4972,1729,972,592,2146,4158,6657,6706,5397,2163,1306,1052
"619",92782,23032,50,10803,373,3162,1630,613,829,1817,1909,2961,2363,769,326,116,843,1694,2031,3426,2580,851,376,141
"620",92801,62068,358,11879,2186,36736,10399,10706,2761,4991,7686,6992,5115,1738,952,558,2557,4772,7329,6866,5268,2113,1340,1030
"621",92802,42709,203,8589,992,26389,7868,8260,1830,3417,5513,4937,3419,1223,635,386,1701,3430,5079,4673,3587,1348,864,667
"622",92804,85914,519.666666666667,21798,2540,40475,13910,13649,3251,6237,10361,9374,7949,2689,1537,918,3127,6162,10086,9376,8028,3123,2055,1641
"623",92805,70401,265.666666666667,9716,879,53787,13466,17448,3150,6053,9576,8440,5684,1769,756,440,3105,5687,8892,7861,5398,1851,1023,716
"624",92806,37173,181.333333333333,11012,853,20011,3847,5542,1430,2497,5031,4165,3285,1188,708,381,1261,2426,4658,3918,3330,1446,872,577
"625",92807,36171,210,21066,691,7579,1454,1982,936,2257,3397,3292,4158,2201,1007,447,938,2176,3156,3506,4513,2326,1109,752
"626",92808,20039,65.3333333333333,11732,367,2886,583,573,580,1491,1803,2049,2536,853,314,135,547,1393,1716,2360,2735,897,411,219
"627",92821,35533,214,18929,448,9198,1924,2124,971,2322,3842,3507,3846,1551,837,462,920,2186,3571,3749,4113,1749,1089,818
"628",92823,3613,9.66666666666666,1684,42,591,38,133,114,282,293,410,424,146,64,24,142,265,274,464,420,178,79,34
"629",92831,34204,174,15266,926,11396,5564,2564,940,1795,5745,3331,2892,999,593,433,819,1863,6098,3198,2985,1104,729,680
"630",92832,24752,135.666666666667,7992,513,13395,3832,3837,895,1716,3315,2904,2181,733,406,269,861,1621,3184,2722,2114,833,537,461
"631",92833,51767,266,14474,931,17378,6596,4383,1657,3914,5584,5493,5421,1962,1086,526,1599,3751,5420,5729,5491,2148,1226,760
"632",92835,24010,237.666666666667,13681,405,4241,1326,1113,617,1546,2177,1946,2612,1143,723,650,575,1395,2092,2156,2802,1297,1021,1258
"633",92840,54083,279,11802,638,23834,6417,9116,1991,3921,6314,6042,5199,1896,1025,567,1880,3573,6124,5971,5278,2033,1256,1013
"634",92841,32845,196.333333333333,8165,414,10334,4293,5454,1095,2235,3549,3497,3504,1343,728,417,982,2138,3473,3473,3399,1475,844,693
"635",92843,45214,220.333333333333,4857,337,20527,8378,10132,1707,3463,5307,5006,4394,1513,911,453,1540,3467,4947,4927,4301,1608,1022,648
"636",92844,24307,97.0000000000001,3331,253,6044,4727,4906,740,1812,2673,2757,2532,913,498,223,781,1610,2618,2742,2577,970,590,271
"637",92845,16333,129.333333333333,11081,146,2654,719,834,442,1086,1505,1463,1979,705,554,231,378,1044,1428,1599,1936,896,704,383
"638",92860,27198,136.333333333333,15372,1858,8396,2245,3575,612,1607,3496,3981,4039,1198,589,180,627,1458,2334,2114,2912,1201,573,277
"639",92861,5781,41,4154,42,595,166,119,90,351,516,295,728,415,338,121,87,309,456,345,768,448,346,168
"640",92865,19704,113,9470,289,7290,1855,1658,663,1290,2318,2219,1967,692,411,228,630,1185,2162,2210,2058,753,502,416
"641",92866,14885,106,7760,172,5852,2094,1872,496,901,1788,1674,1380,466,253,181,430,861,1935,1597,1504,642,381,396
"642",92867,44515,215.333333333333,22097,425,16103,3769,4768,1548,3154,5411,4454,4501,1690,907,469,1520,2989,5246,4558,4439,1812,1094,723
"643",92868,25404,139,7793,676,12900,1848,3492,777,1369,4841,3493,2263,649,320,221,761,1331,3141,2520,2042,712,494,470
"644",92869,37184,197.666666666667,18154,350,13253,4542,4366,1184,2516,4011,3669,3978,1770,921,384,1091,2424,3502,3812,4252,2001,1004,665
"645",92870,52033,300.666666666667,23609,842,18654,5992,5270,1794,3593,5931,5247,4991,2211,1209,641,1619,3394,5569,5274,5302,2608,1554,1096
"646",92879,46745,217,13175,3167,24713,5645,6722,1867,3840,5839,5101,4161,1377,622,323,1787,3767,5473,5193,4399,1544,820,632
"647",92880,58763,148.666666666667,16352,4656,23601,2844,5221,2768,5256,6090,7641,5073,1479,613,220,2691,5204,5907,7898,5002,1736,772,413
"648",92881,30991,113.333333333333,15062,1760,10023,1318,1942,948,2873,3272,3120,3332,974,497,186,940,2658,3155,3601,3375,1087,612,361
"649",92882,67917,294.333333333333,24172,2488,33483,6866,8562,2663,5952,7888,7373,6482,2103,907,374,2597,5702,7565,7722,6505,2169,1126,789
"650",92883,29301,100.666666666667,15047,1844,8326,801,1783,1104,2536,2499,3359,2922,1266,543,182,1104,2464,2526,3683,2861,1427,590,235
"651",92886,46564,273.666666666667,30976,563,7029,1604,1675,1193,3431,4213,3798,5678,2493,1233,543,1190,3299,4017,4399,6048,2678,1368,983
"652",92887,20006,73.9999999999999,12940,256,2575,226,418,447,1368,2141,1483,2844,1079,315,126,412,1405,1982,1707,3123,966,364,244
"653",93001,32990,220,17872,375,13084,5731,3989,1102,2028,3571,3703,3820,1481,690,378,1003,1982,3285,3481,3619,1535,751,561
"654",93003,50474,448.666666666667,31754,739,14285,4188,3231,1426,3039,5456,5043,5511,2221,1141,981,1401,2946,4729,4931,5802,2477,1568,1802
"655",93004,29149,204.666666666667,17330,408,9271,1844,2250,852,2091,2959,2630,3234,1280,685,439,772,1986,2700,2832,3492,1541,915,741
"656",93010,42901,371.333333333333,26172,829,11186,2950,3030,1177,2744,4550,3705,4574,2240,1328,791,1111,2703,3935,3774,4820,2541,1584,1324
"657",93012,34617,299.666666666666,22898,507,6065,1235,1043,1000,2332,3066,2977,3675,1653,930,848,911,2213,3200,3253,3992,1839,1246,1482
"658",93013,16091,121,8189,95,7153,1482,1892,460,951,1724,1513,1747,837,417,300,434,909,1495,1486,1910,929,528,451
"659",93015,17334,98.6666666666667,4250,57,12633,2656,3165,713,1461,2014,1783,1536,606,366,202,734,1399,1859,1750,1522,693,402,294
"660",93021,36422,140.666666666667,20803,497,11556,1377,2652,1199,2835,4178,3396,4318,1445,501,226,1201,2693,3917,3655,4620,1266,598,374
"661",93022,6106,47.6666666666667,4258,16,1589,561,325,164,410,544,546,811,341,157,89,151,366,539,573,806,353,144,112
"662",93023,20589,205.666666666667,15657,102,3961,1803,1576,483,1230,1665,1484,2563,1323,648,409,443,1146,1591,1667,2930,1440,824,743
"663",93030,59372,300.333333333333,6893,1606,45672,9734,13184,2657,4912,7987,6577,4873,1622,856,554,2625,4814,7183,6132,4899,1815,1085,781
"664",93033,82728,340,5540,1422,68392,13803,21523,4205,7079,11991,9048,6356,2167,1198,560,3926,6756,10504,8111,6041,2381,1492,913
"665",93035,27732,165.666666666667,12549,790,11794,2327,2904,881,1651,2977,2779,3140,1480,720,378,854,1580,2728,2629,3143,1541,814,437
"666",93036,41691,161.666666666667,7982,1022,29234,5449,7976,1882,3311,5277,4533,3530,1224,710,345,1756,3202,5177,4452,3656,1341,789,506
"667",93040,2031,11.3333333333333,251,14,1727,218,332,104,183,248,219,177,83,30,8,88,179,237,207,163,62,25,18
"668",93041,23641,143.333333333333,8479,1122,11762,3269,3045,1156,1774,3445,2504,1746,759,391,271,1047,1681,2690,2320,1911,889,579,478
"669",93042,56,0.333333333333333,40,5,8,0,11,0,0,28,21,3,0,0,0,0,0,3,1,0,0,0,0
"670",93043,333,0.666666666666666,175,27,111,0,0,4,5,130,90,44,0,0,1,5,6,22,11,10,3,2,0
"671",93060,32811,191.666666666667,7010,107,25113,5422,6774,1384,2658,4150,3279,2791,1210,662,406,1397,2553,3689,3142,2821,1286,824,559
"672",93063,54366,324,35271,678,11477,3608,3229,1606,3858,5233,5497,6314,2489,1078,517,1552,3657,5082,5742,6577,2715,1409,1040
"673",93064,40,0.333333333333333,21,0,16,0,0,0,6,4,2,6,0,2,1,1,5,2,4,4,2,1,0
"674",93065,72508,364.666666666667,44766,959,17847,4127,5332,2273,5283,7494,7675,8118,2917,1390,622,2252,5098,7270,7784,8365,3094,1732,1141
"675",93066,3102,22,1806,21,1132,528,280,70,187,311,243,378,222,116,59,78,197,275,234,365,200,96,71
"676",93067,895,7.33333333333333,706,2,138,33,0,14,47,95,67,108,57,21,15,11,31,112,81,131,66,24,15
"677",93101,31683,170.333333333333,13857,453,15632,6038,4533,977,1648,4955,3987,2600,1058,460,313,1022,1572,4584,3455,2651,1196,612,593
"678",93103,20249,119.666666666667,8338,302,10741,2825,3084,587,1109,2517,2433,2055,987,496,258,632,1039,2275,1948,1968,1049,518,378
"679",93105,24815,276.333333333333,18598,208,4586,2026,1203,560,1147,2197,2115,2684,1528,773,811,540,1135,2054,2231,2978,1628,929,1505
"680",93108,11112,109.333333333333,9752,53,768,881,210,151,577,916,531,1105,942,570,392,150,554,1062,689,1380,1000,544,549
"681",93109,10858,82.6666666666667,8192,114,1684,1137,223,202,461,1426,901,1237,632,343,257,211,436,1235,885,1211,651,380,390
"682",93110,16829,133.333333333333,10589,305,4625,1392,1287,366,977,1917,1551,1836,809,559,376,354,906,1471,1426,1922,1031,708,620
"683",93111,17370,172.666666666667,11492,159,4189,802,1199,375,992,1596,1366,2028,906,609,478,411,1026,1437,1435,2075,1005,750,881
"684",93117,53217,175.333333333333,28876,901,15412,11371,3117,1032,1987,14272,3417,3434,1371,747,443,930,1951,14127,3187,3376,1436,890,617
"685",93201,1348,7,227,22,1075,505,289,75,146,173,115,114,34,27,6,83,132,165,124,91,31,25,7
"686",93202,4143,23,1047,90,2818,824,713,178,411,484,377,343,122,62,15,203,394,501,431,364,146,70,42
"687",93203,20938,68,1233,110,19215,7080,6171,1173,2201,3171,2127,1443,408,238,114,1203,2096,2592,2011,1335,437,240,149
"688",93204,15529,39.3333333333333,2399,1540,11140,5530,4899,539,887,2594,3688,2780,548,162,43,560,843,1059,853,633,191,104,45
"689",93205,2113,40,1774,4,204,346,292,42,100,169,129,281,165,125,59,55,118,145,137,247,152,127,62
"690",93206,2300,7,470,41,1730,696,537,139,246,296,241,197,61,34,13,121,206,255,214,169,49,34,25
"691",93207,263,2.33333333333333,237,0,15,78,52,7,10,8,12,34,34,16,11,1,11,9,19,26,40,16,9
"692",93208,104,1.66666666666667,93,0,7,41,0,2,4,4,7,11,16,8,3,2,2,2,6,19,12,6,0
"693",93210,19504,88.6666666666666,6771,1802,10076,2922,4233,607,1149,3245,3439,3162,824,279,133,571,1098,1538,1343,1260,445,238,173
"694",93212,26079,111.666666666667,5032,3664,16507,3850,8295,709,1331,4778,6501,4509,895,343,120,738,1233,1614,1253,1143,455,294,163
"695",93215,55659,225.666666666667,4184,4039,40195,13063,15089,2315,4588,10307,8453,5062,1378,691,339,2173,4307,5594,4341,3453,1333,804,521
"696",93218,994,4.66666666666667,208,1,742,202,184,41,94,124,89,94,49,16,9,49,89,103,84,88,37,21,7
"697",93219,10194,40,315,52,9243,4074,2727,598,1097,1418,970,693,260,129,60,549,1097,1261,954,647,246,143,72
"698",93220,211,2,41,0,148,0,0,14,16,28,17,20,5,5,3,13,21,22,22,12,10,1,2
"699",93221,14945,116,8155,70,6121,2813,1801,575,1281,1590,1304,1380,678,387,179,570,1188,1543,1326,1494,691,439,320
"700",93222,2099,14.6666666666667,1756,25,215,56,73,42,105,113,138,301,227,111,28,40,103,114,135,326,198,93,25
"701",93223,10604,54.3333333333333,1457,15,8888,3626,2902,587,1043,1366,1094,750,291,143,69,537,1037,1319,1093,741,290,148,96
"702",93224,451,5.66666666666666,384,4,49,46,80,8,30,39,49,51,34,10,5,13,26,48,34,61,24,14,5
"703",93225,5077,45,4019,26,809,268,333,130,300,478,414,732,306,157,68,123,310,434,412,717,301,127,68
"704",93226,282,3.66666666666667,238,3,23,100,51,6,8,17,16,35,34,9,10,7,15,18,8,48,32,10,9
"705",93230,65264,422.333333333333,27363,2741,30692,10276,8195,2897,5471,7548,6319,5725,2281,1269,699,2873,5437,7102,6394,5896,2525,1645,1183
"706",93234,6987,18.6666666666667,109,31,6752,3273,2340,403,703,1075,743,517,146,79,27,395,662,864,660,455,142,93,23
"707",93235,4559,24.3333333333333,657,9,3786,605,1346,240,423,589,417,437,134,72,29,218,434,526,389,399,133,84,35
"708",93238,1490,24,1304,1,86,117,122,34,50,70,95,196,148,86,59,29,68,67,80,191,143,113,61
"709",93239,1688,9,63,2,1604,184,527,98,177,229,176,139,41,16,10,88,176,186,168,118,38,16,12
"710",93240,6056,115,5139,17,508,1136,569,169,308,461,350,718,472,317,176,147,244,472,403,739,480,335,265
"711",93241,17489,59.6666666666667,817,21,16526,5353,5863,1015,1614,2915,1786,1256,397,184,91,1010,1604,2171,1580,1144,390,242,90
"712",93242,3468,20,1182,4,2210,404,575,135,307,465,359,329,117,63,42,141,290,346,325,312,134,69,34
"713",93243,1699,12.6666666666667,1146,14,456,371,178,49,127,173,138,212,114,52,19,50,135,133,123,211,96,50,17
"714",93244,534,1.66666666666667,378,0,128,85,42,10,36,54,33,83,21,25,10,14,37,44,37,61,38,19,12
"715",93245,37412,156.333333333333,16944,2264,13346,4601,3295,2005,3102,6198,3750,2624,940,515,210,1750,2953,5000,3596,2748,1061,637,323
"716",93247,17423,106.666666666667,2988,35,13897,6491,4214,938,1819,2198,1634,1299,507,277,146,863,1684,2069,1583,1259,545,357,245
"717",93249,2739,4,49,0,2670,897,920,193,307,487,334,157,59,20,2,189,250,317,260,117,34,13,0
"718",93250,13522,46.3333333333333,917,174,12213,4114,3906,729,1305,2342,1782,961,280,117,56,696,1219,1532,1166,827,290,145,75
"719",93251,270,1.33333333333333,152,4,106,2,60,8,19,34,24,32,18,5,3,11,12,28,21,32,15,5,3
"720",93252,4176,18.3333333333333,1846,231,1970,569,1376,66,128,633,1422,764,212,63,13,52,135,173,150,198,96,49,22
"721",93254,811,4,393,7,391,130,121,42,62,86,78,84,47,17,4,28,63,74,76,92,33,8,17
"722",93255,614,12.3333333333333,531,4,36,0,80,2,23,39,26,84,71,41,11,4,31,39,33,85,62,42,21
"723",93256,5753,23.3333333333333,819,158,4699,2155,1599,347,622,785,585,408,132,51,29,320,598,720,552,348,138,80,38
"724",93257,75004,523.666666666667,23260,529,45739,20210,14737,3706,6928,9022,7000,6105,2540,1319,746,3598,6715,8591,6908,6288,2736,1604,1198
"725",93258,2046,11.3333333333333,147,1,1544,546,521,123,234,275,178,141,58,25,10,109,223,227,205,132,51,41,14
"726",93260,200,3,177,1,16,18,22,3,10,9,7,35,23,9,9,3,4,10,6,35,19,15,3
"727",93261,3099,10.6666666666667,47,3,2904,1034,902,192,362,469,303,222,54,26,9,170,330,382,280,186,59,36,19
"728",93262,63,0,32,2,18,19,19,0,0,24,9,6,1,1,0,0,0,13,1,5,3,0,0
"729",93263,19582,107.333333333333,3643,159,15388,3846,4200,1000,1897,2744,1992,1534,478,265,136,979,1921,2353,1813,1422,507,334,207
"730",93265,3699,37.3333333333334,2999,32,499,163,319,77,194,271,275,430,337,178,97,73,153,241,232,493,340,203,105
"731",93266,1587,7,253,11,1296,535,565,74,155,182,158,139,62,21,13,82,134,194,140,132,56,28,17
"732",93267,6237,36.6666666666667,1676,7,4404,2483,1509,316,613,775,529,516,237,99,65,327,611,704,540,503,225,114,63
"733",93268,16897,149.666666666667,10441,168,5564,2973,2510,766,1286,2507,1748,1534,606,304,126,713,1264,1909,1484,1393,650,363,244
"734",93270,5837,35.6666666666667,1411,19,4242,2130,1711,290,543,703,591,486,255,121,38,294,551,577,563,445,193,117,70
"735",93271,2276,21.3333333333333,1923,7,223,261,57,43,123,129,156,311,190,105,72,36,88,120,160,332,216,118,77
"736",93272,3583,14,835,4,2713,463,798,189,409,511,395,255,65,38,15,211,368,402,359,208,82,47,29
